title,rank,report
아바타: 물의 길,10,보고싶음. 보고싶음 보고싶음
아바타: 물의 길,9,스토리가 탄탄합니다.3시간이 전혀 지루하지 않습니다.
탄생,10,상업영화로 치면 재미 없을 수 있지만 그래도 역사이야기다 하고 보니 모르는 이야기도 알게되고 재미있게 봤습니다.
아바타: 물의 길,10,
스텔라,1,망한 덤엔더머&amp;#39;s  한국판
아바타: 물의 길,10,역시  아바타2  최곱니다!!
아바타: 물의 길,10,3d로 꼭 보세요 올해 본 영화중에 제일 마음에 들었습니더   영상미가 너무 좋아서 3시간 후딱 지나갔어요!
인생은 아름다워,10,신나고 재밌네요 ~ 한국형 뮤지컬 영화(?) 공감이 잘 됨 ㅋㅋ
아바타: 물의 길,10,가족에 대해 다시 생각해보게 되는 영화
탄생,10,영화로 담기엔 너무나 방대한 양이여서 중반에 조금 지루한부분도 있습니다하지만 후반부로 갈수록 너무 좋았습니다.종교영화이기도 하지만 근현대사를 이해할수 있는 영화입니다
아바타: 물의 길,4,&amp;#34;소문난 잔치에 먹을것 없다&amp;#34;는 속담이 딱인 영화... 전편보다 속편은 별로라는걸 증명해준 영화... 실망스럽습니다...
스텔라,8,이 영화를 김창렬에게 바침니다
아바타: 물의 길,10,이거 안보면 후회함 최선을 다해 만든영화 
아바타: 물의 길,10,무조건 IMAX 3D로 봐라!!지루한장면도 영상미로 전부커버된다!!
아바타,10,"인류의 마지막 희망, 행성 판도라! 이곳을 정복하기 위한 ‘아바타 프로젝트’가 시작된다!"
아바타: 물의 길,10,아이맥스 3d로 봐야합니다.진심....재밌어요3시간동안 영상 보는 재미에시간 가는 줄 몰랐어요.
스텔라,1,와...이 좋은 배우들로 뭔짓 한거야...
아바타: 물의 길,10,"아바타 1을 끝까지 못 보고 2를 봤는데 제가 왜 그랬을까요 너무 재밌어요 감동,연출 다 압도적이에요 꼭 보세요!!??"
아바타: 물의 길,10,cg가 아니라 진짜 저행성 가서 찍은거 아닌가요?앞으로 어떤영화가 나올지 기술의 발전은 대단한거 같음
천국보다 아름다운,10,여러번 봐도 아름답고 감동적인 영화입니다
아바타: 물의 길,10,다이버들 이라면 더 재미있게 볼듯
드라이브 마이 카,10,허구와 번민에 아주 푹 담겨진다
올빼미,4,롤러코스터 같은 영화...줄거리를 몇번이나 꺾는건지... 참 아직 영화 안끝났네 마저봐야지..ㅎ
아바타: 물의 길,10,가지많은 나무에 바람 잘 날 없다. 
아바타: 물의 길,4,3시간이 넘어서 돈이 안아까울줄 알았는데 내 시간이 아까웠음.
올빼미,10,완전재미있어요꼭보세요.ㅜㅜ중간부터 끝까지 완전몰입해서봤어요.
동감,7,원작 기대하고 본다면 실망할것이고 그냥 다른 영화 본다고 생각하고 보면 된다...
아바타: 물의 길,10,진짜 멋진 다큐물 보는 느낌도 있음 쿠키 영상 있지 않는 이상 끝나면 바로 팍 일어나서 가는 버릇이 있는데 ㅋㅋ 이건 계속 쓰리디로 해양동물들 보고 싶어서 더 앉아서 보고 있었음 스토리가 빈약하다지만 난 1보다 그래도 이것저것 열심히 만들려고 한 흔적이 보였음 1은 1로 끝나도 충분했지만 2는 뒤에 더 이야기 만들려고 떡밥들도 남겨두고 아바타1이 프리퀄 느낌이고 아바타 이야기는 진짜 시작인 느낌? 아마 갈수록 로아크와 키리가 극의 중심을 이끌것 같다는 생각이 들었음  그리고 포디엑스 쓰리디로 봐야함 개꿀잼 ㅋㅋ
아바타: 물의 길,10,전 세계적인 신드롬을 일으킨 레전드 블록버스터 &amp;lt;아바타&amp;gt;독보적인 영상미와 더 커진 스케일로 13년 만에 돌아오다!
아바타: 물의 길,10,아바타 너무 재미있었고 신비하면서도 감동적이고 모든 것이좋았습니다~~~??????????
아바타: 물의 길,6,1편을재밌게봣고 좋아하는배우와감독들이지만  평은솔직해야된다고생각합니다   지루하고  재미가없네요
아바타: 물의 길,10,전율의 192분! 누가 스토리가 진부하다 했는가?5편까지 이어질 나비족의 서사와 자녀들의 성장과 끈끈한 가족애가 탄탄한 구성을 이루었다봅니다.
데시벨,1,1점 아래는 없네요 ^^
아바타: 물의 길,10,3시간이 30분으로 느껴졌다.
아바타: 물의 길,1,영상미빼고 내용은 진부함 그자체 
아바타: 물의 길,10,이렇게 CG를 사용하고도 스토리도 챙겨갈 수 있는 영화는 아바타 밖에 없을 것 같네요 3시간이 넘는 런타임 한 번도 졸지 않고 본 영화는 처음이에요!!
아바타: 물의 길,2,원작만한 속편이 없다는 말이 맞는다.나는 어제 이걸 보면서 감독놈이 사기꾼  이라고 했다. 관객들을 놀리고 무시 하는거다.  시간이 아깝다. 예술성도 없다.
아바타: 물의 길,10,눈을때기 아까운 현시점 최고의 그래픽 해양생태액션 아바타2
아바타: 물의 길,6,"영상미는 뛰어 나지만 전체적인 흐름이 다소 지루했고, 스토리 전개가 취약합니다."
아바타: 물의 길,10,
프레이 포 더 데블,8,그냥그랫어요 적당히 볼만햇습니다
아바타: 물의 길,10,영화 퀄리티가 좋고 스토리도 나쁘지 않았음 허닝타임 3시간 정신차려 보면 2시간 지나있었음
쥬라기 월드: 폴른 킹덤,4,거의 암세포도 생명이다 급이네
아바타: 물의 길,10,와.. 너무재밌다고요..
아바타: 물의 길,6,"CG를 빼면 스토리는 전편보다 못합니다.바다민족 전쟁중 갑자기 사라지며,주인공들만 싸우는건 뭔지 ㅡㅡ스토리는 실망입니다.화려한 CG만 보시려면 추천"
올빼미,10,각 배우들이 인물에 대해 이해하고 장악 당한듯한 열정적인 연기력
탄생,10,아들을 2명 두고있는엄마인데요다음에 아이들과함께꼭보고싶은영화입니다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10,분위기만으로도 눈물이 나오는 영화
동감,1,"어쩜 우린 복잡한 인연에~ 원작에 비해 배우들의 연기가 너무 가벼웠다. 유지태 김하늘의 연기가 대단하단걸 다시 한번 느꼇고, 김정권 감독의 대단함을 또 느끼며,,원작 동감을 다시 봐야겠다. 나의 최애 작품 동감을 이렇게 ... 후..."
미스터 디즈,4,아담샌들러영화는 너무 극명하게 갈리는듯
비상선언,8,긴장감 있고 재밌어요!! 평점이 왤케 낮은지 모르겠지만… 기대 안 하고 봤는데 재밌게 봤습니다
아바타: 물의 길,10,역시 전설의 영화....
아바타: 물의 길,9,속편이라 1편과 같은 비주얼적인 충격이 크지는 않았지만눈뽕이라고 할 수 있을 정도의 비주얼은 여전히 감동족인 수준이었고예상이 가능할만한 이야기를 가지고도 3시간이 넘는 상영시간이 지루하지 않게 만드는 것은 정말 감독의 능력이 뛰어나다고 봄다만 긴 상영시간이라 보는 것 자체가 여러모로 힘들었음.
아바타: 물의 길,10,
아바타: 물의 길,8,내셔널 지오그래픽의 CG 버젼. 액션 씬리 많지 않아서 많이 아쉬웠음.  볼거리는 많은데 스토리 전개상 중간이 많이 지루함.
아바타: 물의 길,6,그냥 파란 미국인이 나오는 미국 가족영화
아바타: 물의 길,10,시간가는줄모르고봤어요..취향저격이아니고 취향박탈 이런류의 영화안좋아하는데 그런거생각안날만큼 재밌었어요
올빼미,10,
올빼미,9,나름 꽤 재미있게 봤어요. 처음부터 엄청나게 긴장감이 넘쳐흐르는 영화였어요!장면 장면 심혈을 기울여 담아낸거 같아 엄청 재미있게 감상했습니다.긴장..의 연속!!!대박!!!!
블랙 팬서: 와칸다 포에버,6,기대안했는데 생각보다 최악은 아니었음 디즈니플러스 시리즈로 나왔으면 더 재미있게 봤을 것 같다
싸이렌,2,다른의미로 전설의영화
아바타: 물의 길,10,몰입도가 장난아니에요 3시간 꽉차네요
올빼미,10,너무 좋은 영화였습니다. 연기도 좋았고 스토리도 좋았습니다. 무엇보다 단순할수 있는 내용을 긴장감있게 전체적으로 잘 끌고 간것 같네요
아바타: 물의 길,10,3시간이 전혀 지루하지 않았음 영상미 너무 좋음
강릉,6,배우들의 훌륭한 연기 그러나 허접한 스토리와 더 허접한 액션씬들
창밖은 겨울,6,요즘에 이런 영화도 재미있드라
아바타: 물의 길,10,웅장하다 역시 카메룬 감독
아바타: 물의 길,10,2D로 보고 별점 함부로 넣지 마시오.최소 3D 돌비로 보고 별점 넣으시오.
아바타: 물의 길,10,사람들은 아바타를 아바타 만의 절대적인 평가로 흠을잡지만 똑같이 14000원을주고 이정도 퀄러티의 영화가 앞으로 더나올수있을지를 생각해보며누 아바타는 다른 sf영화를 유치하게 보이게할만큼 대단하다. 개봉7일만에 6000억원을 벌어들였다니 아바타 5편까지는 무리가없겠다.
당신이 사랑하는 동안에,9,그때는 미웠지만 지금은 알렉스를 안아주고 싶다. 겨울의 모든 느낌을 사랑의 감정으로 담아낸 영화. 그리고 The Scientist.
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10,이거 보면서 존나 질질 짬 ㅜ소설도 샀음 ! !
아바타: 물의 길,10,사실 1편의 감동을 이어가는것은 아주어렵습니다  근데 이정도 완성도면 단연 역시 내 인생최애작품답네요ㅎㅎㅎㅎ
아바타: 물의 길,8,다좋은데 진짜 엄청 길어서 중간에 여러번 졸다 깬듯...
늑대사냥,2,"기관실에서 괴물 죄수 나타나니까. 총 들고 쏘지도 않고, 동료 죽는거 구경하는 어처구니 없는..."
범죄도시2,8,매력적인 슈퍼빌런과 대전 하는 k-슈퍼히어로 무비
아바타: 물의 길,8,영상미 ost로 끌어올린 평점스토리는 기대하지말기
아바타: 물의 길,7,영상미는 매우 뛰어나지만 1편의 신선함과 스토리를 따라가기엔 역부족인듯 싶어요. 2시간 영화라면 그래도 낫겠지만 3시간은 좀 지루하게 느껴졌습니다. 기대에 비해 많이 아쉽습니다. 딱 7~8점 정도가 적당한듯해요
아바타: 물의 길,10,
아바타: 물의 길,1,너무 재미없었음.. 개인적으로 최악 돈아까움
아바타: 물의 길,10,"10점이 아닌 점수를 저따위가 어떻게 매길까 싶은 대작이었어요. 어렸을땐 스티븐스필버그, 나이들어가면서 크리스토퍼 놀란, 그리고 제 세대에서는 아바타로 다시 존재감이 커지고있는 제임스 카메론까지...제가 정말 좋은 세대에 태어났음을 느끼네요ㅎ"
아바타: 물의 길,9,영상만으로 만족스러웠다. 영화시간 꼭 확인하고 보러가세요. 3시간 넘어요.
쁘띠 마망,9,내가 꿈 속에 들어간 듯 몽환적으로 느껴진 영화. 애기들의 뚱한 표정과 뒤뚱뒤뚱 걷는 모습이 너무 귀엽다. 잔잔한 감동이 있는 영화.
원피스 필름 레드,6,기대한거보다는 실망
자백,8,중반부에 너무 빠른 반전이 예상되어서 살짝 실망감이 생기긴했지만 배우분들 연기력때문에 끝까지 봄.
아바타: 물의 길,10,고난도 영상미인데 2ㅇ보다는 3D로 모두 일괄 상영했으면 하는 바램입니다.
원피스 필름 레드,7,애니 한 번도 안 본 사람으로서 영상보다 ost만 건졌습니다.
아바타: 물의 길,8,"평범한 스토리,  비범한 영상미"
올빼미,9,지루한 장면하나 없이 연기력과 스토리 너무 긴장감 있게 좋았습니다.
리멤버,8,
올빼미,9,다시 보고 싶지만 답답한 부분이 있어 고민되는 영화그러나 그것이 현실이라는 점
압꾸정,7,난 이런사람이야. 좋은게 좋은거? 사기. 불법. 뛰는놈 위 나는 놈. 형량. 범죄. 복역. 교도? 또 사기
보디가드,9,알 수 없는 향수가 느껴진다.
아바타: 물의 길,10,Cg는 말 할 필요도 없고 .. 너무 재미있게 봤습니다.인간이라는 존재에 대해서 다시 생각하게 됐어요. 그리고 아이는 많이 낳지 말아야겠어요 ..^^..
아바타: 물의 길,10,애아빠로서 마지막에 울컥했네요
아바타: 물의 길,10,초당 2.3억원의 제작비라고 하던데... 실감남. 진짜... 이건 CG가 아니라 걍 판도라에서 영화 촬영한거임. 스토리가 아쉬울 수도 있지만 다음을 위한 빌드업이라는 마음과 1편에서의 제이크의 사황과 대조하여 보면 더 재미있음!!
매드맥스: 분노의 도로,9,돌비로 다시 보고 싶은 영화
아바타: 물의 길,10,시간 가는 줄 모르게 정말 재미있게 봤습니다. 아바타 3편이 벌써 기대되네요! 
그래비티,9,아이맥스로 다시보니 새로운 영화
본즈 앤 올,7,아무래도 한 번 더 보고 평가해야할 것 같다
아바타: 물의 길,1,카메론 감독님이 2편부터 4편까지 한번에 아웃라인을 모두 제작을하고나서 22년부터 2년마다 편집 및 보정작업 추가하여 개봉한는것으로 알고 있습니다. 제임스 카메론 감독님의 지금까지의 작품을 생각해보면 스토리의 연관성이나 영화에 대한 장인정신이 부족한 작품임에는 틀림이 없습니다. 감독님의 추구하는 영화의 완성도보다는 개봉수익에만 초점이 맞춰진 졸작입니다. 아바타1의 개봉시점에서 현재 13년이 지났으나 1편보다 못한 구성과 완성도에 실망을 하게되었습니다.
아바타: 물의 길,10,동물과 교감ㅜㅜ왜이리 눈물이 나는지감동ㅜㅜ 환경.동물을 보호해야겠어요
"힘을 내요, 미스터 리",5,아무리 코믹 영화라고 해도 이야기가 재미있어야 하는건 기본인데
아바타: 물의 길,10,넘재밌구 영상미 아름다워여
비상선언,5,뒷 부분 1시간을 없애면 더 완벽해지는 영화
동감,2,"전작의 내면 연기와 복잡한 감정에서 다양한 해석과 감상평이 나왔다면,이번 리메이크는 감독의 답정너 형식의 메시지 전달로 감상과 몰입을 방해한다.한마디로 최악의 리메이크"
흥부: 글로 세상을 바꾼 자,7,잘 만들어진 이야기였지만 큰 감흥은 없어 아쉬움이 남는다.
